location,latitude,longitude,nearest_airport,full_address
Saint-Lin - Laurentides,45.857047699999995,-73.78085836161237,YMX,"Saint-Lin–Laurentides, Montcalm, Lanaudière, Québec, Canada"
Baie-Saint-Paul,47.444343,-70.505447,YML,"Baie-Saint-Paul, Charlevoix, Capitale-Nationale, Québec, Canada"
Sturgeon Lake,44.461491249999995,-78.7093630643406,YPQ,"Sturgeon Lake, Kawartha Lakes, Central Ontario, Ontario, Canada"
Hopewell,45.4806952,-62.700298,YHZ,"Hopewell, Municipality of Pictou County, Pictou County, Nova Scotia, Canada"
Saint-Roch-des-Aulnaies,47.3111669,-70.1775045,YML,"Saint-Roch-des-Aulnaies, L'Islet (MRC), Chaudière-Appalaches, Québec, Canada"
St.John's,47.5614705,-52.7126162,YYT,"St. John's, Newfoundland, Newfoundland and Labrador, Canada"
Carleton,46.3940835,-67.491134,HUL,"Carleton County, New Brunswick / Nouveau-Brunswick, Canada"
Mildmay,44.0427744,-81.1177723,YOS,"Mildmay, South Bruce, Bruce County, Ontario, N0G 2J0, Canada"
Horseshoe Bay,54.1269262,-111.3657726,YBY,"Summer Village of Horseshoe Bay, Division No. 12, Alberta, Canada"
Bow Island,49.8701679,-111.3789489,YSD,"Bow Island, Division No. 1, Alberta, T0K 0G0, Canada"
Miners Bay,44.8250304,-78.7798762,YQA,"Miners Bay, Minden Hills, Haliburton County, Central Ontario, Ontario, Canada"
Davidson Lake,44.99295395,-64.28089281064021,YZX,"Davidson Lake, Bishopville, Region of Windsor and West Hants Municipality, Hants County, Nova Scotia, B0P 1P0, Canada"
Saint Laurent,46.8602081,-71.0065238,YQB,"Saint-Laurent-de-l'Île-d'Orléans, L'Ïle-d'Orléans, Capitale-Nationale, Québec, G0A 3Z0, Canada"
Lasqueti,49.4909214,-124.3493549,YGB,"Lasqueti, Area E (Lasqueti Island), qathet Regional District, British Columbia, V0R 2J0, Canada"
Bay Roberts,47.575924,-53.2833409,YYT,"Bay Roberts, Newfoundland, Newfoundland and Labrador, A0A 1G0, Canada"
Port-Cartier,50.0187481,-66.8756913,YZV,"Port-Cartier, Sept-Rivières, Côte-Nord, Québec, Canada"
Cornwall,45.0184417,-74.728703,MSS,"Cornwall, Eastern Ontario, Ontario, K6J 3P4, Canada"
Evansburg,53.6021742,-115.0139347,YZU,"Evansburg, Division No. 14, Alberta, T0E 0T0, Canada"
Edmundston,47.364409,-68.328094,WFK,"Edmundston, Madawaska Parish, Madawaska County, New Brunswick / Nouveau-Brunswick, E3V 1J9, Canada"
Batiscan,46.496029,-72.250557,YRQ,"Batiscan, Les Chenaux, Mauricie, Québec, G0X 1A0, Canada"
Athens,44.625942,-75.952256,YSH,"Athens, Leeds and Grenville Counties, Eastern Ontario, Ontario, K0E 1B0, Canada"
Tracy,45.6735384,-66.6845417,YFC,"Tracy, Gladstone Parish, Sunbury County, New Brunswick / Nouveau-Brunswick, E5L 1B5, Canada"
Gilbert Plains,51.1490673,-100.488638,YDN,"Gilbert Plains, Division No. 17, Manitoba, R0L 0X0, Canada"
La Loche,56.483729,-109.433441,YVT,"La Loche, Division No. 18, Saskatchewan, S0M 1G0, Canada"
Les Cèdres,45.3085563,-74.0581993,YUL,"Les Cèdres, Vaudreuil-Soulanges, Montérégie, Québec, Canada"
Chicoutimi,48.3370248,-71.12352613559267,YBG,"Arrondissement de Chicoutimi, Saguenay, Saguenay–Lac-Saint-Jean, Québec, Canada"
Saint-Marc-des-Carrières,46.6827033,-72.049608,YQB,"Saint-Marc-des-Carrières, Portneuf (MRC), Capitale-Nationale, Québec, G0A 4B0, Canada"
Hyndford,45.4834201,-76.9850035,YTA,"Hyndford Road, Bonnechere Valley, Renfrew County, Eastern Ontario, Ontario, Canada"
Saint-François-de-Madawaska,47.2430821,-68.7024737,WFK,"Saint-François de Madawaska, Saint-Francois Parish, Madawaska County, New Brunswick / Nouveau-Brunswick, Canada"
Nippers Harbour,49.78532895,-55.85926120407584,YDF,"Nippers Harbour, Newfoundland, Newfoundland and Labrador, Canada"
Bassano,50.7878642,-112.4658831,YSD,"Bassano, Division No. 2, Alberta, T0J 0B0, Canada"
Sainte-Clotilde-de-Horton,45.9924357,-72.236137,YRQ,"Sainte-Clotilde-de-Horton, Arthabaska, Centre-du-Québec, Québec, J0A 1H0, Canada"
Estérel,46.0423647,-74.020411,YMX,"Estérel, Les Pays-d'en-Haut, Laurentides, Québec, Canada"
Flagstaff County,52.7117756,-111.8125764,YCT,"Flagstaff County, Alberta, Canada"
Saint-Edmond-de-Grantham,45.8819778,-72.6752506,YRQ,"Saint-Edmond-de-Grantham, Drummond, Centre-du-Québec, Québec, Canada"
Margate,46.4589036,-63.5883848,YSU,"Margate, Prince County, Prince Edward Island, Canada"
Trois-Rivières-Ouest,46.3275386,-72.6001077,YRQ,"Trois-Rivières-Ouest, Trois-Rivières, Mauricie, Québec, G9B 2M9, Canada"
Delacour,51.1538815,-113.7721332,YYC,"Delacour, Rocky View County, Alberta, T1Z 0E6, Canada"
Rolly View,53.2510056,-113.3183888,YEG,"Rolly View, Division No. 11, Alberta, Canada"
Lisle,44.2794834,-79.946986,YLK,"Lisle Creek, Adjala–Tosorontio, Simcoe County, Central Ontario, Ontario, L0M 1M0, Canada"
Shefford,45.364256299999994,-72.56455754861659,ZBM,"Shefford, La Haute-Yamaska, Estrie, Québec, Canada"
Wicklow,46.4954584,-67.5910682,PQI,"Wicklow, Wicklow Parish, Carleton County, New Brunswick / Nouveau-Brunswick, E7J 1Y1, Canada"
Smiths Corner,44.8473025,-64.2237238,YHZ,"Smiths Corner, Vaughan, Region of Windsor and West Hants Municipality, Hants County, Nova Scotia, B0N 2T0, Canada"
Dauphin (City),51.153509,-100.04425,YDN,"Dauphin, Division No. 17, Manitoba, Canada"
Millgrove,53.5550821,-113.9145914,YXD,"Millgrove, City Centre, City of Spruce Grove, Division No. 11, Alberta, T7X 3J4, Canada"
Plevna,44.962753,-76.9840232,YSH,"Plevna, North Frontenac, Frontenac County, Eastern Ontario, Ontario, K0H 2M0, Canada"
Pikogan,48.5977843,-78.1171704,YEY,"Pikogan, Québec, G9T 1T0, Canada"
Ayer's Cliff,45.1673528,-72.040988,YSC,"Ayer's Cliff, Memphrémagog, Estrie, Québec, Canada"
Moosonee,51.267071,-80.650635,YMO,"Moosonee, Cochrane District, Northeastern Ontario, Ontario, P0L 1Y0, Canada"
Burin,47.0367243,-55.1666274,FSP,"Burin, Newfoundland, Newfoundland and Labrador, A0E 1G0, Canada"
Denbigh,45.139839,-77.2752604,YTA,"Denbigh, Addington Highlands, Lennox and Addington County, Eastern Ontario, Ontario, K0H 1L0, Canada"
Yarker,44.3715842,-76.7702798,YGK,"Yarker, Stone Mills, Lennox and Addington County, Eastern Ontario, Ontario, K0K 3N0, Canada"
Ellershouse,44.9448588,-64.0069757,YHZ,"Ellershouse, Region of Windsor and West Hants Municipality, Hants County, Nova Scotia, B0N 1L0, Canada"
Fillmore,49.883333,-103.433333,YEN,"Fillmore, Division No. 2, Saskatchewan, S0G 1N0, Canada"
Baie-Egmont,46.4779853,-64.0936108,YSU,"Baie-Egmont, Prince County, Prince Edward Island, Canada"
Middleport,43.1005447,-80.0754473,YHM,"Middleport, Ontario, N3W 2G9, Canada"
Lanark,45.047011,-76.3298878,YSH,"Lanark County, Eastern Ontario, Ontario, Canada"
Jarvis,42.8844706,-80.1139414,YHM,"Jarvis, Haldimand County, Ontario, N0A 1J0, Canada"
Roberval,48.514785,-72.224808,YRJ,"Roberval, Le Domaine-du-Roy, Saguenay–Lac-Saint-Jean, Québec, Canada"
Happy Valley,49.1344098,-105.013041,OLF,"Happy Valley No. 10, Division No. 2, Saskatchewan, Canada"
Sainte-Élisabeth,46.0967306,-73.355276,YRQ,"Sainte-Élisabeth, D'Autray, Lanaudière, Québec, Canada"
Reeces Corners,42.9797673,-82.1178257,YZR,"Reeces Corners, Plympton-Wyoming, Lambton County, Ontario, N0N 1T0, Canada"
Neilburg,52.8376602,-109.6279954,YLL,"Neilburg, Division No. 13, Saskatchewan, Canada"
Grande-Baie,48.3143131,-70.8545375,YBG,"Grande-Baie, Arrondissement de La Baie, Saguenay, Saguenay–Lac-Saint-Jean, Québec, G7B 3R6, Canada"
Rapid City,50.1198326,-100.0350624,YBR,"Rapid City, Division No. 15, Manitoba, Canada"
Three Hills,51.7024122,-113.268475,YQF,"Three Hills, Division No. 5, Alberta, Canada"
De Winton,50.8235916,-114.0174396,YYC,"De Winton, Foothills County, Alberta, T2V 3Z4, Canada"
Rapid Lake,47.2550269,-76.7075664,YVO,"Lac-Rapide, Québec, Canada"
Sainte-Justine-de-Newton,45.3756735,-74.416373,YCC,"Sainte-Justine-de-Newton, Vaudreuil-Soulanges, Montérégie, Québec, J0P 1T0, Canada"
Sainte-Catherine-de-la-Jacques-Cartier,46.8443807,-71.615023,YQB,"Sainte-Catherine-de-la-Jacques-Cartier, La Jacques-Cartier, Capitale-Nationale, Québec, Canada"
Lake of the Woods,49.3016795,-94.66962711803487,YQK,"Lake of the Woods, Rainy River District, Northwestern Ontario, Ontario, Canada"
Hanna,51.6445566,-111.927479,YCT,"Hanna, Alberta, T0J 1P0, Canada"
Saint-Athanase,47.4386815,-69.4156137,YRI,"Saint-Athanase, Témiscouata, Bas-Saint-Laurent, Québec, Canada"
Sinclair,49.569059,-101.2877208,YBR,"Sinclair, Rural Municipality of Pipestone, Division No. 6, Manitoba, Canada"
Smithville,46.1014739,-61.3385218,YPS,"Smithville, Municipality of the County of Inverness, Inverness County, Nova Scotia, Canada"
Cardston,49.3126409,-113.1438817,YQL,"Cardston County, Alberta, Canada"
Catalone,45.9838482,-59.9842529,YQY,"Catalone, Cape Breton Regional Municipality, Cape Breton County, Nova Scotia, B1C 2G4, Canada"
Espanola,46.265341,-81.769867,YEM,"Espanola, Sudbury District, Northeastern Ontario, Ontario, Canada"
Whitbourne,47.4162246,-53.5269386,YYT,"Whitbourne, Newfoundland, Newfoundland and Labrador, A0B 3K0, Canada"
Mabou,46.0719576,-61.3921534,YPS,"Mabou, Municipality of the County of Inverness, Inverness County, Nova Scotia, Canada"
Mercier--Hochelaga-Maisonneuve,45.5789646,-73.5384465,YHU,"Mercier–Hochelaga-Maisonneuve, Montréal, Agglomération de Montréal, Montréal (région administrative), Québec, Canada"
Tabusintac,47.3272202,-65.0109718,YCH,"Tabusintac, Alnwick Parish, Northumberland County, New Brunswick / Nouveau-Brunswick, E9H 1A1, Canada"
Metz,46.0784468,-65.45211108397781,YQM,"6090, Metz farm, Brunswick Parish, Queens County, New Brunswick / Nouveau-Brunswick, Canada"
Lancaster,45.1412662,-74.4999495,YCC,"Lancaster, South Glengarry, Stormont, Dundas and Glengarry Counties, Eastern Ontario, Ontario, K0C 1N0, Canada"
Saint-Wilfred,47.2554164,-65.2164885,YCH,"Saint-Wilfred, Alnwick Parish, Northumberland County, New Brunswick / Nouveau-Brunswick, Canada"
Eagle River,50.9309747,-118.4647179,YRV,"Eagle River, Area E (Eagle River Valley), Columbia-Shuswap Regional District, British Columbia, Canada"
Clermont (Charlevoix-Est),47.694512,-70.2262202,YML,"Clermont, Charlevoix-Est, Capitale-Nationale, Québec, Canada"
Quinte West,44.191211,-77.5666791,YTR,"Quinte West (city), Central Ontario, Ontario, K0K 1E0, Canada"
Willow Bunch,49.391312,-105.634918,YMJ,"Willow Bunch, Division No. 3, Saskatchewan, S0H 4K0, Canada"
Petitcodiac,45.9324685,-65.1744404,YQM,"Petitcodiac, Salisbury Parish, Westmorland County, New Brunswick / Nouveau-Brunswick, Canada"
Newport (Le Rocher-Percé),48.2682115,-64.7427416,YVB,"Newport, Chandler, Le Rocher-Percé, Gaspésie–Îles-de-la-Madeleine, Québec, G0C 2A0, Canada"
Gander Bay,49.2681827,-54.5086546,YQX,"Gander Bay, Newfoundland, Newfoundland and Labrador, Canada"
Mulgrave-et-Derry,45.7878772,-75.36005833610389,YND,"Mulgrave-et-Derry, Papineau, Québec, Canada"
Saint-Alexis,45.94528465,-73.6383024412917,YMX,"Saint-Alexis, Montcalm, Lanaudière, Québec, Canada"
Miltonvale Park,46.2832555,-63.2041463,YYG,"Miltonvale Community Park, 413, Milton Station, Rural Municipality of Miltonvale Park, Queens County, Prince Edward Island, C0A 2H0, Canada"
Rankin,46.3109419,-78.5774591,YYB,"Rankin, Papineau-Cameron Township, Nipissing District, Northeastern Ontario, Ontario, Canada"
L'Ancienne-Lorette,46.8063745,-71.3584717,YQB,"L'Ancienne-Lorette, Agglomération de Québec, Capitale-Nationale, Québec, Canada"
Port Greville,45.4080325,-64.548446,YZX,"Port Greville, Municipality of the County of Cumberland, Cumberland County, Nova Scotia, B0M 1S0, Canada"
Saint-Alphonse-de-Caplan,48.188764,-65.6277101,YVB,"Saint-Alphonse-de-Caplan, Saint-Alphonse, Bonaventure (MRC), Gaspésie–Îles-de-la-Madeleine, Québec, Canada"
Troy (Hamilton),43.2614056,-80.1858424,YHM,"Troy, Hamilton, Golden Horseshoe, Ontario, L0R 2B0, Canada"
Glenwood,48.9930149,-54.8733916,YQX,"Glenwood, Newfoundland, Newfoundland and Labrador, Canada"
Brechin,44.5467964,-79.1762435,YLK,"Brechin, Ramara Township, Simcoe County, Central Ontario, Ontario, L0K 1B0, Canada"
Kawartha Lakes,44.575616,-78.8486034,YPQ,"Kawartha Lakes (city), Central Ontario, Ontario, Canada"
Grafton,45.0953482,-64.694965,YZX,"Grafton, Municipality of the County of Kings, Kings County, Nova Scotia, B0P 1V0, Canada"
Port Colborne,42.8862392,-79.2513905,YCM,"Port Colborne, Niagara Region, Golden Horseshoe, Ontario, Canada"
Hawkins Corner,46.1605992,-67.21037308565872,HUL,"Hawkins Corner Cemetery, Southampton Parish, York County / Comté d'York, New Brunswick / Nouveau-Brunswick, Canada"
Sainte-Geneviève-de-Batiscan,46.529766,-72.3398893,YRQ,"Sainte-Geneviève-de-Batiscan, Les Chenaux, Mauricie, Québec, G0X 2R0, Canada"
Dartmouth,44.6799707,-63.5720232,YHZ,"Dartmouth, Halifax Regional Municipality, Halifax County, Nova Scotia, Canada"
Frontier,49.2061064,-108.5675445,HVR,"Frontier, Division No. 4, Saskatchewan, Canada"
Sutton,49.9172707,-106.2015408,YMJ,"Sutton No. 103, Division No. 3, Saskatchewan, Canada"
Cochrane,50.630898,-82.1914444,YMO,"Cochrane District, Northeastern Ontario, Ontario, Canada"
Clairmont,55.2623283,-118.7906709,YQU,"Clairmont, Hamlet of Clairmont, Division No. 19, Alberta, T0H 0W0, Canada"
North Rustico,46.4583413,-63.3130609,YYG,"North Rustico, Town of North Rustico, Queens County, Prince Edward Island, C0A 1X0, Canada"
Valleyview,55.0746283,-117.2798053,YQU,"Valleyview (town), Alberta, T0H 0C8, Canada"
Norboro,46.41071895,-63.548701282975124,YSU,"Norboro, Queens County, Prince Edward Island, Canada"
Jonquière,48.4342285,-71.2542735965741,YBG,"Arrondissement de Jonquière, Saguenay, Saguenay–Lac-Saint-Jean, Québec, Canada"
Dolbeau-Mistassini,48.883231,-72.233734,YDO,"Dolbeau-Mistassini, Maria-Chapdelaine, Saguenay–Lac-Saint-Jean, Québec, Canada"
Thorne,45.7457775,-76.426058501174,YTA,"Thorne, Québec, J0X 2A0, Canada"
Lampman,49.3783154,-102.7559587,YEN,"Lampman, Division No. 1, Saskatchewan, S0C 1N0, Canada"
Belnan,44.9948998,-63.5268884,YHZ,"Belnan, East Hants District Municipality, Hants County, Nova Scotia, Canada"
Lawrencetown,44.6516314,-63.3606144,YHZ,"Lawrencetown, Halifax Regional Municipality, Halifax County, Nova Scotia, Canada"
Lac-Sainte-Marie,45.951866,-75.946083,YMW,"Lac-Sainte-Marie, La Vallée-de-la-Gatineau, Québec, J0X 1Z0, Canada"
Guelph,43.5460516,-80.2493276,YKF,"Guelph, Ontario, Canada"
Leslieville,43.6627,-79.3328148,YTZ,"Leslieville, Toronto—Danforth, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4M 1L4, Canada"
Saint-André-de-Kamouraska,47.6740589,-69.7280115,YRI,"Saint-André-de-Kamouraska, Kamouraska (MRC), Bas-Saint-Laurent, Québec, Canada"
Saint-Zéphirin-de-Courval,46.0588454,-72.6259541,YRQ,"Saint-Zéphirin-de-Courval, Nicolet-Yamaska, Centre-du-Québec, Québec, Canada"
Morell,46.4166447,-62.7027732,YYG,"Morell, Rural Municipality of Morell, Kings County, Prince Edward Island, Canada"
Lords Cove,45.0068111,-66.9509141,YSJ,"Lords Cove, Deer Island, West Isles Parish, Charlotte County, New Brunswick / Nouveau-Brunswick, Canada"
Orillia,44.6066135,-79.4169256,YLK,"Orillia, Central Ontario, Ontario, Canada"
Merigomish,45.6302715,-62.4319925,YPS,"Merigomish, Municipality of Pictou County, Pictou County, Nova Scotia, Canada"
Burtts Corner,46.0621496,-66.8760226,YFC,"Burtts Corner, Douglas Parish, York County / Comté d'York, New Brunswick / Nouveau-Brunswick, E6L 2Y2, Canada"
Arthurette,46.7908583,-67.48857,CAR,"Arthurette, Gordon Parish, Victoria County, New Brunswick / Nouveau-Brunswick, E7H 4H7, Canada"
Vegreville,53.5,-112.05,YVG,"Town of Vegreville, Division No. 10, Alberta, Canada"
Belleville,44.1633264,-77.3852556,YTR,"Belleville, Central Ontario, Ontario, K8N 2Z2, Canada"
New Waterford,46.2483846,-60.0873491,YQY,"New Waterford, Cape Breton Regional Municipality, Cape Breton County, Nova Scotia, Canada"
Loretteville,46.8515394,-71.3592442,YQB,"Loretteville, La Haute-Saint-Charles, Québec, Agglomération de Québec, Capitale-Nationale, Québec, Canada"
Barwick,48.6470474,-93.9848646,YAG,"Barwick, Chapple Township, Rainy River District, Northwestern Ontario, Ontario, P0W 1A0, Canada"
Oliver,49.183333,-119.55,YYF,"Oliver, Regional District of Okanagan-Similkameen, British Columbia, Canada"
Falher,55.7346878,-117.201276,YPE,"Town of Falher, Alberta, T0H 1M0, Canada"
Saint-Philémon,46.682892,-70.454636,YQB,"Saint-Philémon, Bellechasse, Chaudière-Appalaches, Québec, Canada"
Calahoo,53.7084868,-113.9589008,YXD,"Hamlet of Calahoo, Sturgeon County, Alberta, Canada"
Saint-Frédéric,46.297137,-70.975113,YQB,"Saint-Frédéric, Beauce-Centre, Chaudière-Appalaches, Québec, G0N 1P0, Canada"
Grosse Isle,50.0634652,-97.4420227,YWG,"Grosse Isle, Rural Municipality of Rosser, Division No. 14, Manitoba, R0C 1G0, Canada"
Cow Head,49.9208018,-57.8057057,YDF,"Cow Head, Newfoundland, Newfoundland and Labrador, Canada"
Lac-Etchemin,46.398804,-70.508194,YQB,"Lac-Etchemin, Les Etchemins, Chaudière-Appalaches, Québec, G0R 1S0, Canada"
Mont-Carmel,47.442021,-69.856567,YML,"Mont-Carmel, Kamouraska (MRC), Bas-Saint-Laurent, Québec, G0L 1W0, Canada"
Lorette,49.7393593,-96.8742479,YWG,"Lorette, Rural Municipality of Taché, Division No. 2, Manitoba, R0A 0Y0, Canada"
Coronation,52.0959823,-111.45955411596051,YCT,"Coronation (Health Centre) Heliport, Wales Drive, Town of Coronation, Division No. 7, Alberta, T0C 1C0, Canada"
Sointula,50.633333,-127.016667,YAL,"Sointula, Area A (Seymour Inlet/Knight Inlet), Regional District of Mount Waddington, British Columbia, V0N 3E0, Canada"
St. Peters Bay,46.4173521,-62.57701021098603,YYG,"St. Peters Bay, Rural Municipality of St. Peters, Kings County, Prince Edward Island, C0A 2A0, Canada"
Harvey (York),45.7300127,-67.0070398,YFC,"Harvey, Manners Sutton Parish, York County / Comté d'York, New Brunswick / Nouveau-Brunswick, Canada"
Nanoose Bay,49.271116,-124.1925699,ZNA,"Nanoose Bay, Area E (Nanoose Bay), Regional District of Nanaimo, British Columbia, V9P 9A0, Canada"
Saint-Paul-de-l'île-aux-Noix,45.1295806,-73.2784617,YJN,"Saint-Paul-de-l'Île-aux-Noix, Le Haut-Richelieu, Montérégie, Québec, J0J 1G0, Canada"
Yorkton,51.212045,-102.461243,YQV,"Yorkton, Division No. 9, Saskatchewan, Canada"
Guigues,47.512563,-79.352875,YXR,"Saint-Eugène-de-Guigues, Québec, Canada"
St. Davids (Niagara-on-the-Lake),43.1583943,-79.1022787,YCM,"St. Davids, Niagara-on-the-Lake, Niagara Region, Golden Horseshoe, Ontario, L0S 1P0, Canada"
Iskut,57.838903,-129.987488,YDL,"Iskut, Area D (Iskut/Big Raven), Regional District of Kitimat-Stikine, British Columbia, V0J 1K0, Canada"
Morden,49.1927055,-98.1014567,PMB,"Morden, Division No. 3, Manitoba, Canada"
Notre Dame de Lourdes,46.09259835,-73.4440402526431,YHU,"Notre-Dame-de-Lourdes, Joliette (MRC), Lanaudière, Québec, Canada"
London,42.9832406,-81.243372,YXU,"London, Ontario, N6A 3N7, Canada"
Saint-René,46.0103936,-70.618288,YSC,"Saint-René, Beauce-Sartigan, Chaudière-Appalaches, Québec, Canada"
Saint-Denis,45.786292,-73.1592087,YHU,"Saint-Denis, Saint-Denis-sur-Richelieu, La Vallée-du-Richelieu, Montérégie, Québec, J0H 1K0, Canada"
Arborfield,53.105568,-103.660126,YHB,"Arborfield, Division No. 14, Saskatchewan, S0E 0A0, Canada"
Witset,55.021405,-127.3299556,YYD,"Witset, British Columbia, V0J 3P0, Canada"
Acadia Valley,51.1586763,-110.210332,YKY,"Acadia Valley, Division No. 4, Alberta, Canada"
Belleisle Creek,45.6859352,-65.7739326,YSJ,"Belleisle Creek, Springfield Parish, Kings County, New Brunswick / Nouveau-Brunswick, E5T 2G4, Canada"
Packington,47.490761,-68.78746,WFK,"Packington, Témiscouata, Bas-Saint-Laurent, Québec, Canada"
Petit-de-Grat,45.5134266,-60.963865,YPS,"Petit-de-Grat, Municipality of the County of Richmond, Richmond County, Nova Scotia, B0E 2L0, Canada"
Lakeshore,42.3038299,-82.8189267,YQG,"Lakeshore, Essex County, Ontario, Canada"
Lac-Mégantic,45.5772636,-70.8819927,YSC,"Lac-Mégantic, Le Granit, Estrie, Québec, Canada"
Bruce,44.6521865,-81.2093374,YVV,"Bruce County, Ontario, Canada"
Pilger,52.4223969,-105.2679838,YPA,"Pilger, Division No. 15, Saskatchewan, Canada"
Baie de Bouctouche,46.5022854,-64.6782242,YQM,"Baie-de-Bouctouche, Wellington Parish, Kent County, New Brunswick / Nouveau-Brunswick, E0A 1G0, Canada"
McLaughlin,53.54799155,-113.93035113460257,YXD,"McLaughlin, City of Spruce Grove, Division No. 11, Alberta, Canada"
Parrsboro,45.4054809,-64.326059,YZX,"Parrsboro, Municipality of the County of Cumberland, Cumberland County, Nova Scotia, B0M 1S0, Canada"
Carmacks,62.0887686,-136.2898984,ZFA,"Carmacks, Yukon, Y0B 1C0, Canada"
Manawan,47.2214144,-74.3876624,YTM,"Manawan, Lanaudière, Québec, J0K 1M0, Canada"
Conception Bay South,47.50674745,-52.9905179737796,YYT,"Conception Bay South, Newfoundland, Newfoundland and Labrador, Canada"
Blue River,52.1081946,-119.3047543,ZMH,"Blue River, Area B (Thompson Headwaters), Thompson-Nicola Regional District, British Columbia, V0E 1J0, Canada"
Lomond,50.3504389,-112.6414918,YQL,"Village of Lomond, Division No. 5, Alberta, Canada"
Gesgapegiag,48.1989497,-65.919472,YVB,"Gesgapegiag, Gaspésie–Îles-de-la-Madeleine, Québec, G0C 1Y0, Canada"
Hague,52.511206,-106.417694,YXE,"Hague, Division No. 15, Saskatchewan, S0K 1X0, Canada"
Rosthern,52.663891,-106.335297,YXE,"Rosthern, Division No. 15, Saskatchewan, Canada"
Shoal Lake,50.4378995,-100.5911707,YBR,"Shoal Lake, Division No. 15, Manitoba, R0J 1Z0, Canada"
Montmagny,46.8529223,-70.3551125,YQB,"Montmagny (MRC), Chaudière-Appalaches, Québec, Canada"
Baie Comeau,49.2118373,-68.1801406,YBC,"Baie-Comeau, Manicouagan, Côte-Nord, Québec, Canada"
Témiscaming,46.71821,-79.101562,YYB,"Témiscaming, Témiscamingue, Abitibi-Témiscamingue, Québec, J0Z 3R0, Canada"
Saint-Joachim-de-Shefford,45.452183,-72.525558,ZBM,"Saint-Joachim-de-Shefford, La Haute-Yamaska, Estrie, Québec, J0E 2G0, Canada"
Chesley,44.29874,-81.0952892,YOS,"Chesley, Arran–Elderslie, Bruce County, Ontario, N0G 1L0, Canada"
Fernwood,46.3213562,-63.8068186,YSU,"Fernwood, Prince County, Prince Edward Island, C0B 1C0, Canada"
Foymount,45.4355238,-77.3065211,YTA,"Foymount, Bonnechere Valley, Renfrew County, Eastern Ontario, Ontario, Canada"
Thunder Bay,49.809661,-88.4811791,YYW,"Thunder Bay District, Northwestern Ontario, Ontario, Canada"
Breton,53.1126861,-114.4718836,YEG,"Breton (village), Alberta, T0C 0P0, Canada"
Elmira,46.4404482,-62.0646864,YYG,"Elmira, Rural Municipality of Eastern Kings, Kings County, Prince Edward Island, C0A 1K0, Canada"
Selma,45.3214306,-63.5374625,YHZ,"Selma, East Hants District Municipality, Hants County, Nova Scotia, Canada"
Kemptville,44.0462261,-65.8349997,YQI,"Kemptville, Yarmouth Municipal District, Yarmouth County, Nova Scotia, B5A 5R3, Canada"
Saint-Joseph-du-Lac,45.5333352,-74.0060242,YMX,"Saint-Joseph-du-Lac, Deux-Montagnes (MRC), Laurentides, Québec, J0N 1M0, Canada"
Hulbert,44.9773161,-75.3899993,OGS,"Hulbert, South Dundas, Stormont, Dundas and Glengarry Counties, Eastern Ontario, Ontario, K0E 1C0, Canada"
Kelliher,51.266667,-103.733333,YQV,"Kelliher, Division No. 10, Saskatchewan, S0A 1V0, Canada"
Levis,46.8033114,-71.1778792,YQB,"Lévis, Chaudière-Appalaches, Québec, Canada"
Hensall,43.4339198,-81.5055942,YCE,"Hensall, Bluewater, Huron County, Ontario, N0M 1X0, Canada"
Moser River,44.9692578,-62.2564744,YHZ,"Moser River, Halifax Regional Municipality, Halifax County, Nova Scotia, B0J 2K0, Canada"
Disraeli,45.9049116,-71.3596454,YSC,"Disraeli (ville), Les Appalaches, Chaudière-Appalaches, Québec, G0N 1E0, Canada"
Poplarfield,50.8905386,-97.6061639,YGM,"Poplarfield, Rural Municipality of Fisher, Division No. 18, Manitoba, R0C 2N0, Canada"
Plaster Rock,46.9088818,-67.3954925,YSL,"Plaster Rock, Gordon Parish, Victoria County, New Brunswick / Nouveau-Brunswick, E7G 2E4, Canada"
Melbourne,43.7841325,-66.0551226,YQI,"Melbourne, Yarmouth Municipal District, Yarmouth County, Nova Scotia, Canada"
Blenheim,42.3354182,-81.9974055,MTC,"Blenheim, Chatham-Kent, Ontario, N0P 2A0, Canada"
New Ross,44.736965,-64.4565955,YZX,"New Ross, Chester District Municipality, Lunenburg County, Nova Scotia, B0J 2M0, Canada"
St-Albert,53.633239,-113.628845,YXD,"St. Albert, Division No. 11, Alberta, Canada"
Saint-Donat-de-Montcalm,46.318718,-74.221916,YTM,"Saint-Donat, Matawinie, Lanaudière, Québec, J0T 2C0, Canada"
Bearberry,51.1310656,-114.0931636,YYC,"Bearberry Close NW, Sandstone Valley, Calgary, Alberta, T2K 1R4, Canada"
Lions Bay,49.45875,-123.23533,CXH,"Lions Bay, Metro Vancouver Regional District, British Columbia, V0N 2E0, Canada"
Grande-Vallée,49.2264085,-65.1370796,YGP,"Grande-Vallée, La Côte-de-Gaspé, Gaspésie–Îles-de-la-Madeleine, Québec, Canada"
Dutton,42.6640129,-81.5026543,YQS,"Dutton/Dunwich, Elgin County, Ontario, Canada"
Val Gagné,48.6164005,-80.6383123,YTS,"Val Gagné, Black River-Matheson Township, Cochrane District, Northeastern Ontario, Ontario, P0K 1W0, Canada"
Kanata,61.0666922,-107.991707,YBE,Canada
Fort Saskatchewan,53.7128571,-113.2148942,YXD,"Fort Saskatchewan, Division No. 11, Alberta, Canada"
